artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,Places
David Madison,,,,,,,,,2006,2006,
Connie Coleman,,,,,,,,,2010,2010,
Franco Origlia,,,,,,,,,2010,2010,
PATRICK HERTZOG,,,,,,,,,2006,2006,
Joachim Messerschmidt,,,,,,,,,2011,2011,
Fanelli Photography,,,,,,,,,2009,2009,
Design Pics / Ken Welsh,,,,,,,,,2010,2010,
Photographer: Mark Burgin,,,,,,,,,,,
Javier Belmont,,,,,,,,,2010,2010,
Luke Cameron,,,,,,,,,2007,2007,
Stuart Dee,,,,,,,,,2010,2010,
A. Chevojon Photographer (1865-1925) and © Agence d'architecture du Grand Palais/EMOC,,,,,,,,,,,
Source: Jean Levac / Postmedia news,,,,,,,,,,,
Anjali Bhargava & Swati Khurana,,,,,,,,,2007,2007,
Photo © Roger-Viollet,,,,,,,,,,,
Charles Reutlinger (Karlsruhe 1816-Paris 1880),,,,,,,,,1894,1894,
Philibert,,"Det Nationale Fotomuseum, Denmark",,,,,,,1845,1845,
© Maurice-Louis Branger / Roger-Viollet,,,,,,,,,,,
Photographer: Garry Schlatter Atmosphere Photography and QPAC,,,,,,,,,,,
Marcel Gautherot,,,,,,,,,,,
Antoni Sirera Gené,,,,,,,,,1959,1960,
© BnF,,,,,,,,,,,
Photo © BNF and Meurisse press agency,,,,,,,,,,,
K.u.k. Kriegspressequartier,,,,,,,,,1915,1917,
© Ullstein Bild / Roger-Viollet,,,,,,,,,,,
National Archives and Records Administration,,,,,,,,,1942,1963,
Paul-Joseph-Albert Chevojon (1865-1925),,,,,,,,,,,
Source: Canadian Heritage / Patrimoine canadien,,,,,,,,,,,
Bogdan Krężel,,,,,,,,,2009,2009,
Photo © Agence Perrot et Richard,,,,,,,,,,,
Lipnitzki,,,,,,,,,1991,1991,
Junko Kimura,,,,,,,,,2005,2010,
Tomasz Taracha,,,,,,,,,2013,2013,
Henry Rocher,,,,,,,,,1870,1870,
© DR Ministère de la culture et de la communication,,,,,,,,,,,
Atelier Morales,,,,,,,,,,,
The British Postal Museum and Archive,,,,,,,,,,,
© TopFoto / Roger-Viollet,,,,,,,,,,,
Dwight D. Eisenhower Presidential Library and Museum of the National Archives and Records Administration,,,,,,,,,1944,1944,
Photographer: Michael Andrew Dare,,,,,,,,,,,
Sibella Court,,,,,,,,,2013,2013,
Paul-Joseph-Albert Chevojon (1865-1925) and © Agence d'architecture du Grand Palais/EMOC,,,,,,,,,,,
John Florea,,,,,,,,,1944,1944,
© Palais de la découverte,,,,,,,,,,,
National Underground Railroad Freedom Center,,,,,,,,,1830,1834,
G.W. Wilson,,,,,,,,,1865,1865,
Daniel Berehulak,,,,,,,,,2008,2008,
G. R. Lambert and Co,,,,,,,,,,,
F. Jay Haynes,,,,,,,,,,,
Photo © Rmn-GP/CR,,,,,,,,,,,
Musée d'Orsay,,,,,,,,,2012,2013,
Delhi Photo Festival 2013,,,,,,,,,,,
Carl J. Horner,,,,,,,,,1904,1904,
Peterson H.J.,,,,,,,,,1945,1945,
Marta Mabel Pérez,,,,,,,,,,,
© Noa / Roger-Viollet,,,,,,,,,,,
José Luis Alonso,,,,,,,,,,,
© Roger-Viollet,,,,,,,,,,,
Leszek Biernacki,,,,,,,,,,,
Abdullah Frères,,,,,,,,,,,
"""Stanisław Bala """"Giza""""""",,,,,,,,,,,
The British Postal Museum & Archive,,,,,,,,,,,
© Oswald Perrelle / Roger-Viollet,,,,,,,,,,,
Anne Frank House,,,,,,,,,1943,1994,
Renovating the Impressionist Gallery of the Musée d'Orsay,,,,,,,,,2011,2011,
Charles Eisenmann,,,,,,,,,1872,1872,
Hiromichi Matsuda,,,,,,,,,1945,1945,
Jean Baptiste Sabatier-Blot,,Wikimedia Commons,,,,,,,,,
Jack Rottier,,,,,,,,,,,
Otso Pietinen,,,,,,,,,,,
Design by Guillaume Gillet and René Coulon for the construction of a hotel on the site of the station,,,,,,,,,1961,1961,
© 2015,,,,,,,,,,,
Heikki Havas,,,,,,,,,,,
Torahiko Ogawa,,,,,,,,,1945,1955,
Source : Canadian Press / Presse canadienne,,,,,,,,,,,
Source: Greg Southam.,,,,,,,,,,,
Iris Maurer,,,,,,,,,,,
Ireneusz Pierzgalski,,,,,,,,,,,
Patrick Tournebœuf,,,,,,,,,,,
James Hall Nasmyth,,,,,,,,,,,
James A. Lovell,,,,,,,,,,,
Edward Rogers,,,,,,,,,1945,1946,
Manit Sriwanichpoom,,,,,,,,,,,
Agata Storer,,,,,,,,,,,
J.S. Johnston,,,,,,,,,1887,1887,
N Pushpamala,,,,,,,,,,,
"""Walter """"Wally"""" M. Schirra""",,,,,,,,,,,
Peter Seitz Adams,,,,,,,,,2006,2006,
Joel Sternfeld,,,,,,,,,1979,1979,
Stephen Dobbie,,,,,,,,,2007,2007,
Augusto Rizza,,,,,,,,,2012,2012,
United States Coast Guard,,,,,,,,,1944,1944,
© CHANEL Photo O. Saillant 2015,,,,,,,,,,,
Manuel Harlan,,,,,,,,,2002,2002,
A. A. Adee,,,,,,,,,1886,1886,
Photo © Janine Niepce / Roger-Viollet and Janine Niepce (1921-2007),,,,,,,,,,,
Ammar Al Attar,,,,,,,,,2012,2012,
Otto Stupakoff,,,,,,,,,,,
Franciszek Kądziołka,,,,,,,,,,,
G. Berggren,,,,,,,,,,,
Charles Ngatia,,,,,,,,,,,
Sara FACIO,,,,,,,,,,,
Arumjigi,,,,,,,,,2013,2013,
Zoe Dominic,,,,,,,,,1964,1964,
Arthur Schatz,,,,,,,,,1968,1968,
Jay Huron,,,,,,,,,2013,2013,
Frederic Sontag,,,,,,,,,2014,2014,
Michel Dufour,,,,,,,,,2010,2010,
© BNF / Agence Rol,,,,,,,,,,,
Alfons Klejna,,,,,,,,,,,
© Agence d'architecture du Grand Palais/EMOC and Paul-Joseph-Albert Chevojon (1865-1925),,,,,,,,,,,
Bartolomeo Cristofori,,,,,,,,,,,
R.P.I (Paris) and © MuCeM,,,,,,,,,,,
Fubon Art Foundation,,,,,,,,,2014,2014,
Photo © Rmn-GP/Didier Plowy,,,,,,,,,,,
Abraham Lincoln Library and Museum Harrogate,,,,,,,,,,,
© Francoise Peissel,,,,,,,,,,,
Martin Scheuregger,,,,,,,,,2014,2014,
Paul Henry,,,,,,,,,1887,1887,
Eduard Selleke,,,,,,,,,,,
History San José,,,,,,,,,1984,2014,
Jerzy Kośnik,,,,,,,,,,,
Insook KIM and 김인숙,,,,,,,,,2008,2010,
Alan B. Shepard,,,,,,,,,,,
National Park Service,,,,,,,,,1963,1963,
E. Flamant,,,,,,,,,1876,1876,
Stanisław Składanowski,,,,,,,,,,,
Fabian Gonzales,,,,,,,,,2008,2008,
© Léon et Lévy / Roger-Viollet,,,,,,,,,,,
Thames Valley Police,,,,,,,,,,,
Marcos LOPEZ,,,,,,,,,,,
© Collection Raphaël Gaillarde,,,,,,,,,,,
Teodulo Protomartir,,,,,,,,,,,
Photographer: Christopher Frederick Jones,,,,,,,,,,,
Jacek Kulm,,,,,,,,,1981,1981,
Building the facade of the Gare d'Orsay on the Seine embankment,,,,,,,,,1899,1899,
Víctor Vázquez,,,,,,,,,,,
Alinari,,,,,,,,,1875,1930,
Witold Pilecki,,,,,,,,,1931,1939,
Yrjö Koskinen,,,,,,,,,1931,1931,
Photograph Didier Plowy,,,,,,,,,,,
© Excelsior – L'Equipe / Roger-Viollet,,,,,,,,,,,
Max Waldman,,,,,,,,,1965,1965,
Photo © Keystone-France/Gamma-Keystone via Getty Images,,,,,,,,,,,
Daniel Caldirola,,,,,,,,,,,
© Rmn-GP-fonds EMOC and A. Chevojon,,,,,,,,,,,
Autor: NN,,,,,,,,,,,
Photographie de A. Chevojon and © Agence d'architecture du Grand Palais/EMOC,,,,,,,,,,,
Records of the Bureau of Agricultural Economics,,,,,,,,,,,
Conrad,,,,,,,,,1852,1863,
© Parisienne de photographie - Neurdein/ Roger-Viollet,,,,,,,,,,,
Roberto Salas,,,,,,,,,,,
American Car and Foundry Company,,,,,,,,,1912,1912,
General view of the Gare d'Orsay in operation,,,,,,,,,1905,1905,
© RMN-Grand Palais /CMM,,,,,,,,,,,
Rune Snellman,,,,,,,,,1998,1998,
"""Michał Stabrowski (“Lubicz"""") (?)""",,,,,,,,,,,
Ernst Fischer,,,,,,,,,,,
Blériot Aeroplane under construction,,,,,,,,,1907,1907,
© Palais de la découverte/ Paul O’Doyé,,,,,,,,,,,
Official State Photography,,,,,,,,,1950,1955,
Paper Cinema,,,,,,,,,,,
Laura Bowler,,,,,,,,,2011,2011,
Marquee of the Renaud-Barrault theatre company installed under the glass roof of the Gare d'Orsay   between 1974 and 1980,,,,,,,,,1979,1979,
Harold Hamilton,,,,,,,,,1911,1914,
Benedykt Jerzy Dorys,,,,,,,,,,,
Interior of the Gare d'Orsay,,,,,,,,,1900,1900,
Aino Aalto,,,,,,,,,1930,1939,
Link,,,,,,,,,1963,1967,
Frontiers of Flight,,,,,,,,,1946,2000,
Glasflügel,,,,,,,,,1963,1963,
E-Systems,,,,,,,,,1970,1970,
Alan Bean,,,,,,,,,,,
Aarne Pietinen,,,,,,,,,1954,1954,
Photo: Jean-Jacques Castaing,,,,,,,,,2012,2012,
J. van Rensselaer IV,,,,,,,,,2008,2008,
© Agence d'architecture du Grand Palais / EMOC/Rmn-GP and Patrick Tournebœuf,,,,,,,,,,,
Photography: QPAC,,,,,,,,,,,
Blériot VIII Monoplane,,,,,,,,,1907,1908,
Brunella Longo,,,,,,,,,2010,2010,
Jack R. Lousma,,,,,,,,,,,
The Impressionist Gallery before the inauguration of the Musée d’Orsay,,,,,,,,,1986,1986,
Underwood & Underwood,,,,,,,,,,,
Maxwell MacKenzie,,,,,,,,,,,
Bücker,,,,,,,,,1972,1972,
© Parisienne de photographie - Jacques Boyer / Roger-Viollet,,,,,,,,,,,
LATA 65 - team,,,,,,,,,2014,2014,
M. Pillet,,,,,,,,,1921,1921,
Alexandre Farto (Vhils),,,,,,,,,,,
Source: Cliff Buckman,,,,,,,,,,,
Sławomir Fiebig,,,,,,,,,,,
Louis Blériot in control of Aeroplane Blériot VII,,,,,,,,,1907,1907,
"""Eugeniusz Lokajski """"Brok""""""",,,,,,,,,,,
Erna Bert Nelson,,,,,,,,,,,
Tomasz Wendland,,,,,,,,,2007,2007,
George B. Bernard,,,,,,,,,1862,1862,
Alexander Taylor (American,,,,,,,,,,,
© LAPI / Roger-Viollet,,,,,,,,,,,
Ivan Kyncl,,,,,,,,,2003,2003,
David R. Scott,,,,,,,,,,,
Wiesław Chrzanowski,,,,,,,,,,,
Henri Lemoine and © Musée d'Orsay,,,,,,,,,,,
"""Bernard Marwiński """"Marwiński""""""",,,,,,,,,,,
Wisław Chrzanowski,,,,,,,,,,,
William Anders,,,,,,,,,,,
Michael Collins,,,,,,,,,,,
Charles M. Duke,,,,,,,,,,,
P. Pavlov’s Photographic Studio,,,,,,,,,1890,1900,
Murat Germen,,,,,,,,,,,
Michael Andrew Dare,,,,,,,,,2003,2003,
Therese Bonney,,,,,,,,,,,
Steve Eason,,,,,,,,,,,
Catherine Ashmore,,,,,,,,,2005,2008,
© Rmn-Grand Palais,,,,,,,,,,,
Shaun Armstrong,,,,,,,,,1939,1945,
J.E. Miller,,,,,,,,,1920,1920,
Dmitri Kessel,,,,,,,,,1944,1955,
Lear Jet Industries,,,,,,,,,1966,1966,
Oh Wan-seok,,,,,,,,,2014,2014,
Elio Luxardo,,,,,,,,,1930,1950,
Henri H. Davis,,,,,,,,,1929,1929,
Horacio Coppola,,,,,,,,,1936,1936,
Yto Barrada,,,,,,,,,2010,2010,
Eugène Disderi,,,,,,,,,1855,1855,
Arumjigi Culture Keepers Foundation,,,,,,,,,,,
© National Archives of South Africa,,,,,,,,,1977,1977,
A. Eykhenvald’s Studio,,,,,,,,,,,
Solomon Butcher,,,,,,,,,,,
Photo © BnF / agence Rol,,,,,,,,,1914,1914,
Source: Master Corporal Angela Abbey,,,,,,,,,,,
Russell L. Schweickart,,,,,,,,,,,
Alice et Louis Blériot. Photograph,,,,,,,,,1910,1910,
Thérèse Bonney,,,,,,,,,,,
Neil A. Armstrong,,,,,,,,,,,
Adam Czelny,,,,,,,,,1945,1949,
Ctibor Bachratý,,,,,,,,,2008,2008,
AAP Image/ Dione Hodgson,,,,,,,,,,,
"""Charles P. """"Pete"""" Conrad""",,,,,,,,,,,
© photo Bnf /agence Rol,,,,,,,,,,,
AFP Photo,,,,,,,,,1982,1982,
Glockengießerei Rincker in Sinn (Hessen),,,,,,,,,,,
Frank Eugene,American,,"{Pictorialism:32},",,,,,,1897,1913,
William C. Greene,,,,,,,,,1938,1947,
Charles Phillips,,,,,,,,,1969,1970,
Photo © Collection Grand Palais,,,,,,,,,,,
Geoff Thompson,,,,,,,,,,,
Photo © 2013,,,,,,,,,,,
Gräf & Stift,,,,,,,,,,,
Francis Miller,,,,,,,,,1967,1967,
David Wong,,,,,,,,,,,
By photographer Matthew Willman on behalf of the Nelson Mandela Centre of Memory,,,,,,,,,,,
Photo © BNF and Agence Rol,,,,,,,,,,,
Stephen Cummiskey,,,,,,,,,2007,2012,
Louis Blériot arriving at Conservatoire des arts et métiers,,,,,,,,,1909,1909,
Eugeniusz Haneman,,,,,,,,,1944,1944,
Charbel-Joseph H. Boutros,,,,,,,,,2013,2013,
Rive,,,,,,,,,1880,1914,
Koichi Kamoshida,,,,,,,,,2002,2002,
Maria Austria,,,,,,,,,1954,1956,
Alvarado Construction,,,,,,,,,,,
"""Ryszard Witkowski """"Romuald""""""",,,,,,,,,,,
© Charles Lansiaux / BHVP / Roger-Viollet and Charles Lansiaux (1855-1939),,,,,,,,,,,
Suburban trains at the Gare d'Orsay,,,,,,,,,1970,1970,
Krzysztof Bieliński,,,,,,,,,2009,2009,
Y. Shteinberg,,,,,,,,,1895,1895,
Kiyoshi Ota,,,,,,,,,2010,2011,
Carol Highsmith,,,,,,,,,,,
Daniel Dragicevic,,,,,,,,,,,
Preston Merchant,,,,,,,,,2006,2009,
Brogi,,,,,,,,,1865,1930,
Charles Lansiaux (1855-1939) and © Charles Lansiaux / BHVP / Roger-Viollet,,,,,,,,,,,
© Michel Lidvac,,,,,,,,,1977,2009,
© Icare / OnP,,,,,,,,,1981,2013,
© Daniel Cande,,,,,,,,,1964,1978,
© DR,,,,,,,,,1940,1972,
© Sébastien Mathé / ONP,,,,,,,,,2007,2012,
© Anne Deniau / ONP,,,,,,,,,2007,2012,
unknown artists,,,,,,,,,,,
© Fred Bromet,,,,,,,,,1949,1967,
© Serge Lido / Sipa Press,,,,,,,,,1946,1964,
© Jacques Moatti / ONP,,,,,,,,,1977,2009,
© Serge Lido,,,,,,,,,1953,1953,
© Julien Benhamou /ONP,,,,,,,,,2002,2002,
© Francette Levieux,,,,,,,,,1968,1989,
© Anne Deniau,,,,,,,,,1993,2007,
© Lipnitzki / Roger-Viollet,,,,,,,,,1948,1958,
© Jacques Loyau,,,,,,,,,1966,1969,
Stephen Vaughan,,,,,,,,,1998,1998,
© Nydtskov,,,,,,,,,1961,1964,
© Claude Lê-Anh,,,,,,,,,1974,1980,
© Seeberger,,,,,,,,,1941,1946,
© Sam Levin,,,,,,,,,1946,1977,
© Hidemi Seto,,,,,,,,,1998,1998,
© Bernard,,,,,,,,,1952,1960,
Severin Nilson,,,,,,,,,,,
© Parisienne de photographie - Neurdein / Roger-Viollet,,,,,,,,,,,
Stanisław Mucha,,,,,,,,,1945,1945,
Elizabeth L. Maurer,,,,,,,,,,,
Jerome Silberstein (American),,,,,,,,,,,
Seo Jae Chul,,,,,,,,,1968,2012,
Zineb Sedira,,,,,,,,,2013,2013,
Belli,,,,,,,,,1860,1880,
Stefan Okołowicz,,,,,,,,,1999,2007,
Caneva,,,,,,,,,1870,1900,
Romuald Pieńkowski,,,,,,,,,,,
Ira Hinsdale Latour and Walter Jacobus,,,,,,,,,,,
The remains of the Cour des Comptes,,,,,,,,,1898,1898,
Walker Hancock,,,,,,,,,,,
Cernesto,,,,,,,,,2014,2014,
Volchkova,,,,,,,,,,,
AAP Image/Dan Peled,,,,,,,,,,,
Jules Hardoin-Mansard,,,,,,,,,,,
Odili Donald Odita,,,,,,,,,2014,2015,
The National Theatre,,,,,,,,,2004,2014,
Simon Go Man Ching,,,,,,,,,,,
Clifford Sebastian,,,,,,,,,2015,2015,
Constantin Marinete,,,,,,,,,,,
Marek Gardulski,,,,,,,,,1992,1992,
Stock Fotos,,,,,,,,,,,
Giovanni Vanoglio,,,,,,,,,2012,2013,
Ilias Georgouleas,,,,,,,,,,,
Andrew Schoultz,,,,,,,,,2014,2015,
Photograher: Mark Burgin,,,,,,,,,,,
Photographer: James Robertson,,,,,,,,,,,
Youssef Nabil,,,,,,,,,2010,2010,
Mauno Mannelin,,,,,,,,,1936,1936,
Simelli,,,,,,,,,1890,1900,
Tknd,,,,,,,,,,,
Michael Wolf,,,,,,,,,,,
Kleiber Motor Truck Company,,,,,,,,,1927,1927,
Johnston,,,,,,,,,,,
Community of Dongwie Fish Industry,,,,,,,,,1970,1980,
Jean-Marc Manaï,,,,,,,,,1990,1999,
Fernando Maquieira,,,,,,,,,,,
German Book,,,,,,,,,1980,1980,
Photographer: Darren Thomas,,,,,,,,,,,
Patrycja Orzechowska,,,,,,,,,,,
Sylwester Braun (“Kris”),,,,,,,,,,,
MMCA,,,,,,,,,2014,2014,
123Kids,,,,,,,,,2011,2012,
Colonel Yerotey Sirmanov,,,,,,,,,1914,1917,
Spencer Keeton Cunningham,,,,,,,,,2014,2015,
Yang Ha Sun,,,,,,,,,1966,1966,
Skinner,,,,,,,,,2014,2015,
Reyes,,,,,,,,,2014,2015,
Braniff Airlines,,,,,,,,,,,
Tanja Jade,,,,,,,,,2014,2015,
Bosch GmbH,,,,,,,,,1950,1959,
Anzani motor on a Blériot XI aeroplane,,,,,,,,,1909,1909,
Henri Lemoine (1848–1924),,,,,,,,,,,
General de Gaulle holding a press conference in the ballroom of the Hôtel d'Orsay,,,,,,,,,1958,1958,
John Anderson,,,,,,,,,1975,1975,
Albert Fernique,,,,,,,,,1882,1884,
Doron Bacher (Israeli,,,,,,,,,,,
Eugeniusz Gawrysiak,,,,,,,,,,,
Unidentified Photographer,,,,,,,,,1860,1915,
John Tewell,,,,,,,,,2008,2008,
Pirkle Jones,,,,,,,,,,,
© Parisienne de photographie - Léon et Lévy / Roger-Viollet,,,,,,,,,,,
Carol Harrison,,,,,,,,,1985,2000,
Bisson Frères,,,,,,,,,1854,1864,
Fyodor Ivanovich Tyutchev,,,,,,,,,1850,1911,
Maciej Jeżyk,,,,,,,,,2014,2014,
Walery Rzewuski,,,,,,,,,1867,1867,
Banks of the Seine,,,,,,,,,1900,1900,
Gloeden,,,,,,,,,1900,1900,
Blériot 27 Aeroplane,,,,,,,,,1912,1912,
Moklecov,,,,,,,,,1984,1985,
Yau Leung,,,,,,,,,,,
H.J. Wijnne,,,,,,,,,1943,1943,
Nedim Kufi,,,,,,,,,2010,2010,
Pedro Luis Huerta Huerta,,,,,,,,,,,
W. Parry,,,,,,,,,1897,1897,
Apoorva Gupta,,,,,,,,,2008,2008,
Daniel Andreica,,,,,,,,,2011,2014,
Photographer: Justine Walpole,,,,,,,,,,,
Chance Vought,,,,,,,,,1942,1942,
Ryan Aircraft Company,,,,,,,,,1941,1941,
Mr. Wong Lai Chung,,,,,,,,,,,
Curtiss Pitts,,,,,,,,,1966,1966,
Michel Schneeberger,,,,,,,,,1989,1989,
Waterman,,,,,,,,,,,
Stephenson and Sons,,,,,,,,,1862,1895,
Kang Man Bo,,,,,,,,,1978,1985,
Raytheon Missile Systems,,,,,,,,,1984,1984,
James Anderson,,,,,,,,,1845,1877,
Gianni Berengo Gardin,,,,,,,,,2002,2002,
Gustaf Welin,,,,,,,,,1935,1935,
Ambroise Vollard and © RMN-Grand Palais (musée d'Orsay) / Hervé Lewandowski,,,,,,,,,,,
Carel Blazer,,,,,,,,,1947,1947,
Xiangyang,,,,,,,,,,,
Inside Out Project,,,,,,,,,2011,2012,
Japan Airlines,,,,,,,,,1970,1970,
Wacław Nowak,,,,,,,,,1963,1963,
Sharif Waked,,,,,,,,,2009,2009,
Jules Hardouin Mansart,,,,,,,,,,,
Ron English,,,,,,,,,2014,2015,
Aerial Views,,,,,,,,,1996,1998,
Silvana Luverá,,,,,,,,,,,
Enrico Federico Jest,,http://www.daguerreobase.org/en/type/bfaef794-e5d2-3c43-7309-3b1eeb632b14,,,,,,,1839,1839,
Mohammed Al Kouh,,,,,,,,,2013,2013,
Ernst Heinkel AG,,,,,,,,,1957,1957,
Toni Frissell,,,,,,,,,,,
National Cowboy & Western Heritage Museum,,,,,,,,,,,
Interior of the disused Gare d'Orsay,,,,,,,,,1974,1980,
Photo by Shigeo Hayashi,,,,,,,,,1945,1945,
Darren Thomas,,,,,,,,,2011,2013,
Societe Des Moteurs Le Rhone,,,,,,,,,1918,1918,
U.S. Signal Corps,,,,,,,,,1945,1947,
© Liseg,,,,,,,,,1950,1959,
© Anne Deniau / OnP,,,,,,,,,2014,2014,
Searle Brajtman (South African/ Israeli,,,,,,,,,,,
© Agathe Poupeney,,,,,,,,,2006,2006,
Elena Dobrokvashina personal files.,,,,,,,,,1984,1986,
© Paul Koruna,,,,,,,,,1958,1971,
Aicyss,,,,,,,,,,,
M. Konarsky’s Studio,,,,,,,,,1888,1888,
Richard Hubert Smith,,,,,,,,,2014,2014,
© Palais de la découverte / Berthelomier,,,,,,,,,,,
Voyager Pilot Dick Rutan,,,,,,,,,1986,1986,
© Michel Lidvac / ONP,,,,,,,,,2012,2012,
Kenya Red Cross Society,,,,,,,,,,,
J. Meejin Yoon,,,,,,,,,,,
Dementi Studio,,,,,,,,,1940,1940,
© Mike Davis,,,,,,,,,1964,1986,
Haralds Ozols and Artūrs and Maret,,,,,,,,,1987,1987,
© Agathe Poupeney / OnP,,,,,,,,,2011,2011,
Haralds Ozols,,,,,,,,,1987,1988,
© Paris - Musée de l'Armée,,,,,,,,,,,
Arquivo Histórico da Casa do Infante,,,,,,,,,1941,1941,
Clive Limpkin,,,,,,,,,,,
The Russian State Documentary Film and Photo Archive,,,,,,,,,1941,1941,
Brooks Brothers,,,,,,,,,,,
The Parisian crowds cheer Louis Blériot in Gare du Nord,,,,,,,,,1909,1909,
Judge Bentley Kassal (American,,,,,,,,,,,
Cátia Oliveira,,,,,,,,,2014,2014,
Marek Norek,,,,,,,,,1980,1980,
Mike Stephens,,,,,,,,,,,
Camille Zakharia,,,,,,,,,2010,2010,
Leszek Dziedzic,,,,,,,,,1983,1986,
Witold Górka,,,,,,,,,1986,1986,
"""Sylwester Braun """"Kris""""""",,,,,,,,,,,
Lau Pok-chi,,,,,,,,,2009,2009,
Thomas Houseworth & Company,,,,,,,,,1876,1876,
System,,,,,,,,,2013,2013,
Allard Bovenberg,,,,,,,,,,,
Carleton Watkins (American,,,,,,,,,,,
Burr McIntosh (1862-1942),,,,,,,,,1905,1905,
Maurycy Pusch,,,,,,,,,1890,1890,
John Choy Yuk Wai,,,,,,,,,,,
Holly Lee,,,,,,,,,1981,1986,
Courtesy of The Museum of London,,,,,,,,,,,
The President of the Republic,,,,,,,,,1978,1978,
Isabelle Hayeur,,,,,,,,,,,
Giorgio Sommer (Italian,,,,,,,,,,,
WWII German Soldier Photography,,,,,,,,,1939,1939,
Chiot,,,,,,,,,2012,2012,
Franciszek Myszkowski,,,,,,,,,1959,1970,
Unknown. Copyright Underwood & Underwood,,,,,,,,,,,
Tomasso Le Pera,,,,,,,,,1989,1989,
o. Ang.,,,,,,,,,1905,1905,
Elle Dunn,,,,,,,,,1939,1945,
Harry S. Truman Presidential Library and Museum of the National Archives and Records Administration,,,,,,,,,,,
Pope Manufacturing Co.,,,,,,,,,1887,1887,
Heinrich Iffland,,,,,,,,,1934,1934,
Luciano Mattos Bogado,,,,,,,,,2012,2012,
Chicago Cycle Co.,,,,,,,,,1899,1899,
Exeter Bicycle and Tricycle Co.,,,,,,,,,1885,1885,
Birmingham Small Arms Co.,,,,,,,,,1884,1884,
Comet Cycle Co.,,,,,,,,,1895,1895,
Chung Man Lurk,,,,,,,,,,,
Akinori OISHI,,,,,,,,,2014,2014,
Eustachy Kossakowski,,,,,,,,,1970,1970,
MPI,,,,,,,,,,,
Collection Malitte-Richard,,,,,,,,,1870,1899,
Karsten Wenzel,,,,,,,,,1990,1990,
Harry S. Truman Library and of the National Archives and Records Administration,,,,,,,,,,,
Wm. A. Pond,,,,,,,,,,,
Jean-Baptiste Robillion (Novy,,,,,,,,,,,
Street Artist RIP 5 Points,,,,,,,,,,,
unknown street artists,,,,,,,,,,,
Caroline Rose,,,,,,,,,1991,1991,
Official presentation of Blériot XI Aeroplane at Conservatoire des arts et métiers,,,,,,,,,1909,1909,
Evening Standard,,,,,,,,,,,
Krystyna Gorazdowska,,,,,,,,,,,
Michael Mayhew,,,,,,,,,2007,2007,
Fortepan,,,,,,,,,1989,1989,
Wei Leng Tay,,,,,,,,,,,
Blériot flying over Les Baraques,,,,,,,,,1909,1909,
Photo by　Gonichi Kimura　Hiroshima Peace Memorial Museum collection,,,,,,,,,1945,1945,
Zoë Dominic,,,,,,,,,1967,1967,
Lau Ching Ping,,,,,,,,,,,
Associação Atlética São Paulo,,,,,,,,,1920,1929,
Wong Wo Bik,,,,,,,,,,,
Blériot XI Aeroplane in the former church of Saint-Martin-des-Champs,,,,,,,,,1935,1935,
Raquel Garbelotti,,,,,,,,,,,
Louis Blériot in London,,,,,,,,,1909,1909,
Alair de Oliveira Gomes,,,,,,,,,1985,1985,
Lamia Gargash,,,,,,,,,2009,2009,
Pun Yet-pore,,,,,,,,,1950,1979,
Photographer: Asiya Muldabayeva,,,,,,,,,,,
Sabelo Narasimhan,,,,,,,,,2012,2012,
CB23,,,,,,,,,2014,2014,
Photographer: QPAC,,,,,,,,,,,
CANLOVE,,,,,,,,,2014,2014,
H. W. Barnett,,,,,,,,,1907,1907,
Klaus Lehnartz,,,,,,,,,1989,1989,
Shu-Yi & Dancers X Chang-Chih CHEN,,,,,,,,,2013,2013,
Dick Chan Kwong-Yuen,,,,,,,,,,,
Simon Wan Chi Chung,,,,,,,,,,,
Will BARRAS,,,,,,,,,2014,2014,
William Richards,,,,,,,,,1813,1813,
João Terras,,,,,,,,,2015,2015,
Leonard Burt,,,,,,,,,,,
Jim Roberts,,,,,,,,,1980,1980,
Wacław Szymborski,,,,,,,,,1916,1916,
Franklin D. Roosevelt Presidential Library and Museum and the National Archives and Records Administration,,,,,,,,,,,
Historic American Buildings Survey,,,,,,,,,,,
General Photographic Agency,,,,,,,,,,,
Peter Peryer,,,,,,,,,,,
Tim Murray-Browne,,,,,,,,,2014,2014,
Florencia Arbeleche,,,,,,,,,1994,1994,
unknown street artist,,,,,,,,,,,
Chan Chik,,,,,,,,,,,
YG Entertainmnet,,,,,,,,,,,
Salazar Ribeiro,,,,,,,,,2015,2015,
Letícia Godoy,,,,,,,,,2013,2013,
Eduardo Cativiela,,,,,,,,,1915,1928,
Jerzy Baranowski,,,,,,,,,,,
Józef Sebald,,,,,,,,,1901,1901,
Bob Lerner,,,,,,,,,1951,1951,
Doug McWilliams,,,,,,,,,1977,1977,
Vincent Yu Wai Kin,,,,,,,,,,,
Robbie Jack,,,,,,,,,2009,2009,
Phil Gresham,,,,,,,,,2009,2009,
Blériot XI,,,,,,,,,1909,1909,
Hogan,,,,,,,,,1919,1922,
Alexandrovsky,,,,,,,,,1880,1880,
Frank Coxhead,,,,,,,,,,,
Press War Correspondent,,,,,,,,,,,
Sherer,,,,,,,,,1892,1892,
Ricardo Sousa,,,,,,,,,2015,2015,
Hugo Barreira,,,,,,,,,2015,2015,
